No.,ID,ページ,語句,読み,正解の意味,例文,解説
914,vocab1300_p168_003,168,快適,かいてき,心地よいこと,風がよく通って、この部屋はとても快適です。,快適は、心地よいことです。
915,vocab1300_p168_004,168,見込み,みこみ,今後の可能性,毎日練習すれば、上手になる見込みがあります。,見込みは、今後の可能性のことです。
916,vocab1300_p168_005,168,セレモニー,セレモニー,儀式・式典・祭典,学校の開校記念セレモニーが行われました。,セレモニーは、儀式・式典・祭典のことです。
917,vocab1300_p168_006,168,了解,りょうかい,事情を納得すること、説明を理解すること,先生の指示を了解して、すぐに準備を始めました。,了解は、事情を納得することや、説明などを理解することです。
918,vocab1300_p169_001,169,矛盾,むじゅん,食い違って、つじつまが合わないこと,昨日と今日で言っていることが違い、話が矛盾しています。,矛盾は、食い違って、つじつまが合わないことです。
919,vocab1300_p169_002,169,杞憂,きゆう,心配しなくてよいことを、あれこれ気に病むこと,いろいろ心配したけれど、すべて杞憂に終わりました。,杞憂は、心配しなくてよいことを、あれこれ気に病むことです。
920,vocab1300_p169_003,169,蛍雪の功,けいせつのこう,苦労して勉強に励んだ結果,毎日こつこつ勉強した蛍雪の功で、合格できました。,蛍雪の功は、苦労して勉強に励んだ結果のことです。
921,vocab1300_p169_004,169,四面楚歌,しめんそか,周囲が敵ばかりで、味方がいないこと,みんなに反対されて、兄は四面楚歌の状態でした。,四面楚歌は、周囲が敵ばかりで、味方がいないことです。
922,vocab1300_p169_005,169,臥薪嘗胆,がしんしょうたん,目的のために、一所懸命努力すること,次こそ勝つために、チームは臥薪嘗胆の日々を送りました。,臥薪嘗胆は、目的のために一所懸命がんばったり努力したりすることです。
923,vocab1300_p169_006,169,悪事千里を走る,あくじせんりをはしる,悪いうわさは、すぐに広まるというたとえ,悪い評判はすぐに広まります。悪事千里を走るですね。,悪事千里を走るは、悪いうわさはすぐに広まるというたとえです。
924,vocab1300_p171_001,171,ねたむ,ねたむ,うらやましさのあまり、にくらしく思うこと,友だちが賞を取ったのを、少しねたんでしまいました。,ねたむは、うらやましさから、相手をにくらしく思うことです。
925,vocab1300_p171_002,171,胸がときめく,むねがときめく,嬉しさや期待で、胸がどきどきすること,新しい本を開く前、胸がときめきました。,胸がときめくは、嬉しさや期待で、胸がどきどきわくわくすることです。
926,vocab1300_p171_003,171,ニュアンス,ニュアンス,音や言葉などの、微妙な違いや感じ方,同じ『すごい』でも、言い方でニュアンスが変わります。,ニュアンスは、音・言葉・色などの、微妙な違いやその感じ方です。
927,vocab1300_p171_004,171,あばく,あばく,隠していたことを探り出して明らかにすること,新聞記者は、事件の真相をあばきました。,あばくは、隠していたことを探り出して明らかにすることです。
928,vocab1300_p171_005,171,肩で風を切って,かたでかぜをきって,肩を高く上げて、偉そうに歩く様子,勝ったチームの子が、肩で風を切って歩いていました。,肩で風を切っては、偉そうに歩く様子を表します。
929,vocab1300_p171_006,171,底力,そこぢから,ここぞというときに出る力,最後の一点で、チームの底力が出ました。,底力は、ここぞという大事なときに出る力です。
930,vocab1300_p172_001,172,信頼,しんらい,誰かを信じる気持ち,大事な係を任されて、先生から信頼されていると感じました。,信頼は、誰かを信じる気持ちです。
931,vocab1300_p172_002,172,添える,そえる,付け加えること,プレゼントに、短い手紙を添えました。,添えるは、何かに付け加えることです。
932,vocab1300_p172_003,172,あいにく,あいにく,都合の悪いことに,あいにく、楽しみにしていた店は休みでした。,あいにくは、都合の悪いことに、という意味です。
933,vocab1300_p172_004,172,潤い,うるおい,適度な湿り気,クリームをぬると、手に潤いが戻りました。,潤いは、適度な湿り気のことです。
934,vocab1300_p172_005,172,段取り,だんどり,手順や進め方,発表会の段取りを、先生と確認しました。,段取りは、物事の手順や進め方です。
935,vocab1300_p172_006,172,もてあます,もてあます,どう扱ってよいか分からず、困ること,大きすぎるぬいぐるみを、置き場所に困ってもてあましました。,もてあますは、どう扱ってよいか分からず、困ることです。
936,vocab1300_p173_001,173,意気込む,いきごむ,何かをしようと奮い立つこと,青ちゃんは、漢字テストで満点を取るぞと意気込みました。,意気込むは、何かをしようと気持ちをふるい立たせることです。
937,vocab1300_p173_002,173,背水の陣,はいすいのじん,逃げ場がなく、失敗したら後がない状況,これに勝たないと終わりなので、背水の陣で試合に出ました。,背水の陣は、逃げ場がなく、失敗したら後がない状況です。
938,vocab1300_p173_003,173,血眼になる,ちまなこになる,必死になって何かをすること,なくした鍵を、家族みんなで血眼になって探しました。,血眼になるは、必死になって何かをすることです。
939,vocab1300_p173_004,173,かぶりをふる,かぶりをふる,否定の意思を示して、頭を左右にふること,弟は『ちがうよ』と言いながら、かぶりをふりました。,かぶりをふるは、否定の意思を示して、頭を左右にふることです。
940,vocab1300_p173_005,173,度肝を抜く,どぎもをぬく,ひどく驚かせること,マジックのすごい技は、見ている人の度肝を抜きました。,度肝を抜くは、相手をひどく驚かせることです。
941,vocab1300_p173_006,173,几帳面,きちょうめん,まじめで細かい性格,兄は几帳面で、ノートをいつもまっすぐに書きます。,几帳面は、まじめで細かい性格のことです。
942,vocab1300_p174_001,174,あっぱれ,あっぱれ,驚くほど見事な様子,最後まで走りきった姿は、あっぱれでした。,あっぱれは、驚くほど見事な様子です。
943,vocab1300_p174_002,174,等分,とうぶん,同じ大きさや分量に分けること,ケーキを四人で等分しました。,等分は、同じ大きさや分量に分けることです。
944,vocab1300_p174_003,174,堂々巡り,どうどうめぐり,同じことを繰り返して、先へ進まないこと,話し合いは堂々巡りで、なかなか決まりませんでした。,堂々巡りは、同じことを繰り返して、先へ進まないことです。
945,vocab1300_p174_004,174,先見の明,せんけんのめい,これから起こることや将来を見抜く力,早めに準備した母には、先見の明がありました。,先見の明は、これから起こることや将来を見抜く力です。
946,vocab1300_p174_005,174,複数,ふくすう,二つ以上の数,この問題には、複数の答えがあります。,複数は、二つ以上の数のことです。
947,vocab1300_p174_006,174,断固,だんこ,きっぱりとした態度や様子,危ない遊びには、断固として反対しました。,断固は、きっぱりとした態度や様子です。
948,vocab1300_p175_001,175,あぶれる,あぶれる,決められた人数の中に入れないこと,人数が多すぎて、ペアに入れず一人あぶれました。,あぶれるは、決められた人数の中に入れないことです。
949,vocab1300_p175_002,175,気が置けない,きがおけない,気を遣わずに、楽につき合えること,幼なじみは、何でも話せる気が置けない友だちです。,気が置けないは、遠慮しなくてよいという意味です。「油断できない」という意味ではありません。
950,vocab1300_p175_003,175,プライベート,プライベート,個人に関わる物事、私的なこと,先生のプライベートな話は、あまり聞きすぎないようにしました。,プライベートは、個人に関わる物事や、私的なことです。
951,vocab1300_p175_004,175,独立,どくりつ,自立すること,兄は大学を出たら、家を出て独立する予定です。,独立は、人に頼らず自立することです。
952,vocab1300_p175_005,175,うららか,うららか,空が晴れて、明るくおだやかな様子,うららかな春の日に、公園を散歩しました。,うららかは、空が晴れて、明るくおだやかな様子です。
953,vocab1300_p175_006,175,育む,はぐくむ,大切に養い、育てること,毎日の読書で、言葉の力を育みます。,育むは、大切に養い、育てることです。
954,vocab1300_p176_001,176,おぼつかない,おぼつかない,確かでない、はっきりしない,昔のことすぎて、記憶がおぼつかないです。,おぼつかないは、確かでない、はっきりしないという意味です。
955,vocab1300_p176_002,176,言わば,いわば,たとえて言えば,このノートは、言わば私だけの小さな辞書です。,言わばは、たとえて言えば、という意味です。
956,vocab1300_p176_003,176,身につまされる,みにつまされる,他人の不幸が自分のことのように思えてつらくなること,迷子になった子の話を聞いて、身につまされました。,身につまされるは、他人の不幸や災難が、自分のことのように思えてつらくなることです。
957,vocab1300_p176_004,176,まれ,まれ,たまにしかないこと,この町で雪が降るのはまれです。,まれは、たまにしかないことです。
958,vocab1300_p176_005,176,口外,こうがい,誰かに話すこと,この話は秘密なので、口外しないでください。,口外は、秘密などを誰かに話すことです。
959,vocab1300_p176_006,176,足が棒になる,あしがぼうになる,長時間歩いて、足がこわばりだるくなること,遠足で一日中歩いて、足が棒になりました。,足が棒になるは、長時間歩いて、足がこわばりだるくなることです。
960,vocab1300_p177_001,177,手間取る,てまどる,手こずって、時間がかかること,鍵を開けるのに手間取り、集合に少し遅れました。,手間取るは、手こずって、時間がかかることです。
961,vocab1300_p177_002,177,合間,あいま,何かと何かの間,授業の合間に、職員室へ行きました。,合間は、何かと何かの間のことです。
962,vocab1300_p177_003,177,断じて,だんじて,何が何でも絶対に,人の悪口を言うのは、断じてよくありません。,断じては、何が何でも絶対に、という意味です。
963,vocab1300_p177_004,177,漠然,ばくぜん,はっきりしない様子,将来について、まだ漠然としか考えていません。,漠然は、はっきりしない様子です。
964,vocab1300_p177_005,177,うってつけ,うってつけ,ぴったり合っていること,この広い公園は、鬼ごっこにうってつけです。,うってつけは、ぴったり合っていることです。
965,vocab1300_p177_006,177,一点張り,いってんばり,一つのことを貫き通すこと,弟は『行かない』の一点張りで、考えを変えませんでした。,一点張りは、一つのことを貫き通すことや、同じことを言い張ることです。
966,vocab1300_p178_001,178,感化,かんか,人に影響を与えて、考え方や行動を変えること,友だちに感化されて、私も読書を始めました。,感化は、人に影響を与えて、考え方や行動を変化させることです。
967,vocab1300_p178_002,178,腰が引ける,こしがひける,不安や恐怖で、ひるむ様子,高い台から飛ぶ前に、少し腰が引けました。,腰が引けるは、不安や恐怖で、ひるむ様子です。
968,vocab1300_p178_003,178,苦虫をかみつぶしたような,にがむしをかみつぶしたような,不愉快で、苦々しい顔つきの様子,苦手な薬を見て、弟は苦虫をかみつぶしたような顔をしました。,苦虫をかみつぶしたようなは、不愉快で、苦々しい顔つきをする様子です。
969,vocab1300_p178_004,178,鼻が高い,はながたかい,誇らしく、得意げである様子,妹が表彰されて、家族は鼻が高い思いでした。,鼻が高いは、誇らしく、得意げである様子です。
970,vocab1300_p178_005,178,題材,だいざい,作品や話のもとになるテーマ,作文の題材に、おばあちゃんの話を選びました。,題材は、作品や話のもとになるテーマです。
971,vocab1300_p178_006,178,困難,こんなん,やり遂げるのが難しいこと,一人で大きな机を運ぶのは困難です。,困難は、やり遂げるのが難しいことです。
972,vocab1300_p179_001,179,札付き,ふだつき,悪い評判が世間に定着していること,その人は、町では札付きの悪い人として知られていました。,札付きは、悪い評判が世間に定着していることです。
973,vocab1300_p179_002,179,ふりむきざま,ふりむきざま,ふりむくと同時に,青ちゃんは、ふりむきざまに名前を呼ばれました。,ふりむきざまは、ふりむくと同時に、という意味です。
974,vocab1300_p179_003,179,いなす,いなす,相手の攻撃や要求を軽くあしらうこと,しつこい質問を、先生はやさしくいなしました。,いなすは、相手の攻撃や要求を軽くあしらうことです。
975,vocab1300_p179_004,179,あからさま,あからさま,ありのままで、隠さない様子,その子は、あからさまに嫌な顔をしました。,あからさまは、ありのままで、隠さない様子です。
976,vocab1300_p179_005,179,先駆者,せんくしゃ,ある分野で、その道を最初に切り開いた人,その科学者は、新しい研究の先駆者です。,先駆者は、ある分野で、その道を最初に切り開いた人です。
977,vocab1300_p179_006,179,言い損なう,いいそこなう,言い間違うこと、言いそびれること,帰り際に、お礼を言い損なってしまいました。,言い損なうは、言い間違ったり、言いそびれたりすることです。
978,vocab1300_p180_001,180,滞在,たいざい,家を離れて、他の土地にとどまること,夏休みに、祖父母の家に一週間滞在しました。,滞在は、家を離れて、他の土地にしばらくとどまることです。
979,vocab1300_p180_002,180,手を焼く,てをやく,うまく処理できず、手こずること,先生は、おしゃべりが止まらない生徒に手を焼いていました。,手を焼くは、うまく処理できず、手こずることです。
980,vocab1300_p180_003,180,息をはずませる,いきをはずませる,運動や気持ちの高ぶりで、息が激しくなること,走ってきた弟は、息をはずませて話し始めました。,息をはずませるは、運動したり気持ちが高ぶったりして、息が激しくなることです。
981,vocab1300_p180_004,180,うつぶせ,うつぶせ,顔を下にして横たわっている様子,妹は本を読みながら、うつぶせに寝ていました。,うつぶせは、顔を下にして横たわっている様子です。
982,vocab1300_p180_005,180,断言,だんげん,きっぱりと言うこと,私は『まちがいない』と断言しました。,断言は、きっぱりと言うことです。
983,vocab1300_p180_006,180,気安く,きやすく,気楽に、何でも話せるように,その友だちとは、気安く何でも話せます。,気安くは、気楽に、何でも話せるように、という意味です。
984,vocab1300_p181_001,181,一難去ってまた一難,いちなんさってまたいちなん,一つの災難のあと、また次の災難が来ること,熱が下がったと思ったら、今度はのどが痛くなりました。一難去ってまた一難です。,一難去ってまた一難は、一つの困ったことが終わったと思ったら、また次の困ったことが起こることです。
985,vocab1300_p181_002,181,三度目の正直,さんどめのしょうじき,三回目こそ、うまくいくということ,二回失敗したけれど、三度目の正直で成功しました。,三度目の正直は、一度目、二度目はだめでも、三度目はうまくいくという意味です。
986,vocab1300_p181_003,181,七転び八起き,ななころびやおき,何度失敗しても、へこたれずにがんばること,テストで失敗しても、七転び八起きの気持ちで勉強を続けました。,七転び八起きは、何度失敗しても、あきらめずに立ち上がることです。
987,vocab1300_p181_004,181,二度あることは三度ある,にどあることはさんどある,同じことは繰り返されるということ,同じ忘れ物を二回したので、二度あることは三度あると思って確認しました。,二度あることは三度あるは、同じようなことはまた起こりやすいという意味です。
988,vocab1300_p181_005,181,人のうわさも七十五日,ひとのうわさもしちじゅうごにち,うわさされても、時間が経てば忘れられること,少しからかわれたけれど、人のうわさも七十五日だと思うことにしました。,人のうわさも七十五日は、うわさされても、時間が経てば忘れられるという意味です。
989,vocab1300_p181_006,181,九死に一生を得る,きゅうしにいっしょうをえる,死にそうな危険から、何とか助かること,大きな事故にあったけれど助かり、九死に一生を得ました。,九死に一生を得るは、とても危ない状態から、何とか助かることです。
990,vocab1300_p183_001,183,緻密,ちみつ,細かいところまで注意して、不備がないこと,その人の計画は緻密で、時間まで細かく決められていました。,緻密は、細かいところまでよく考えられていて、不備がないことです。
991,vocab1300_p183_002,183,いざなう,いざなう,誘う、連れていくこと,先生は、私たちを本の世界へいざなってくれました。,いざなうは、誘ったり、どこかへ連れていったりすることです。
992,vocab1300_p183_003,183,抜き打ち,ぬきうち,事前に知らせず、いきなり行うこと,今日は抜き打ちで、漢字の小テストがありました。,抜き打ちは、前もって知らせずに、いきなり調査やテストをすることです。
993,vocab1300_p183_004,183,使い果たす,つかいはたす,全部使い切ってしまうこと,工作で色紙を全部使い果たしてしまいました。,使い果たすは、残らないように全部使い切ることです。
994,vocab1300_p183_005,183,敬う,うやまう,尊敬すること,私は、昔から町を守ってきた人たちを敬っています。,敬うは、相手を大切に思い、尊敬することです。
995,vocab1300_p183_006,183,血相を変える,けっそうをかえる,大変驚いたり怒ったりして、顔色を変えること,弟がけがをしたと聞いて、母は血相を変えて走ってきました。,血相を変えるは、とても驚いたり怒ったりして、顔色が変わるような様子です。
996,vocab1300_p184_001,184,気休め,きやすめ,その場限りの慰め,気休めかもしれないけれど、『大丈夫』と言ってもらって少し安心しました。,気休めは、その場だけでも心を落ち着かせるような慰めです。
997,vocab1300_p184_002,184,慎む,つつしむ,度が過ぎないように控えること,相手を傷つけないように、言葉を慎みました。,慎むは、やりすぎたり言いすぎたりしないように控えることです。
998,vocab1300_p184_003,184,たわいない,たわいない,取るに足りないこと,帰り道、たわいない話をしながら歩きました。,たわいないは、深刻ではなく、取るに足りないという意味です。
999,vocab1300_p184_004,184,企画,きかく,新しい物事を考え、計画を立てること,クラスで新しい読書イベントを企画しました。,企画は、新しい物事を考え、実現するための計画を立てることです。
1000,vocab1300_p184_005,184,せきたてる,せきたてる,何かを早くするように促すこと,出発時間が近いので、母にせきたてられました。,せきたてるは、早くするように強く促すことです。
1001,vocab1300_p184_006,184,顔に泥をぬる,かおにどろをぬる,相手に恥をかかせ、面目を傷つけること,みんなの前でひどい失敗をして、チームの顔に泥をぬってしまいました。,顔に泥をぬるは、相手に恥をかかせたり、面目を傷つけたりすることです。
1002,vocab1300_p185_001,185,見せしめ,みせしめ,罰を受ける人を周囲に見せて戒めにすること,先生は見せしめのために、一人だけ大声で叱ることはしませんでした。,見せしめは、罰を受ける人を周囲に見せて、他の人への戒めにすることです。
1003,vocab1300_p185_002,185,誇らしい,ほこらしい,鼻が高く、得意で自慢したい気分であること,妹が賞をもらい、家族みんなが誇らしい気持ちになりました。,誇らしいは、鼻が高く、得意で自慢したいような気持ちです。
1004,vocab1300_p185_003,185,促す,うながす,早く何かをするように仕向けること,先生は、早く帰るように生徒を促しました。,促すは、相手が早く何かをするように仕向けることです。
1005,vocab1300_p185_004,185,衝撃,しょうげき,ぶつかったときに加えられる力,転んだときの衝撃で、ひざを打ちました。,衝撃は、何かがぶつかったときに加えられる力のことです。
1006,vocab1300_p185_005,185,見ばえ,みばえ,見た目がよく、人目を引くこと,色をそろえると、ノートの見ばえがよくなりました。,見ばえは、見た目がよく、人目を引くことです。
1007,vocab1300_p185_006,185,浪費,ろうひ,無駄にお金や時間などを使うこと,使わない物ばかり買うのは、お金の浪費です。,浪費は、お金や時間などを無駄に使うことです。
1008,vocab1300_p186_001,186,まれではない,まれではない,めずらしくない様子,この公園で野生の鳥を見るのは、まれではありません。,まれではないは、めずらしくないという意味です。
1009,vocab1300_p186_002,186,鼻をあかす,はなをあかす,相手の意表をついて、あっと驚かせること,強い相手に勝って、みんなの鼻をあかしました。,鼻をあかすは、相手が思っていなかったことで、あっと驚かせることです。
1010,vocab1300_p186_003,186,再利用,さいりよう,一度使ったものを、もう一度使うこと,牛乳パックを再利用して、工作をしました。,再利用は、一度使ったものを、もう一度使うことです。
1011,vocab1300_p186_004,186,こっけい,こっけい,おかしい、面白い,友だちの変な動きがこっけいで、笑ってしまいました。,こっけいは、おかしくて面白い様子です。
1012,vocab1300_p186_005,186,胸に手を当てて,むねにてをあてて,落ち着いて、じっくり考えて,自分のしたことを、胸に手を当てて考えてみました。,胸に手を当てては、落ち着いて自分の心に聞くように考えることです。
1013,vocab1300_p186_006,186,一方的,いっぽうてき,偏っている様子,相手の話を聞かずに、一方的な意見を言ってしまいました。,一方的は、片方だけに偏っている様子です。
1014,vocab1300_p187_001,187,足が出る,あしがでる,予定した以上にお金が出ていくこと,おみやげを買いすぎて、予定より足が出ました。,足が出るは、予定していたより多くお金が出ていくことです。
1015,vocab1300_p187_002,187,二つ返事,ふたつへんじ,快く承知すること,手伝ってと頼むと、友だちは二つ返事で引き受けてくれました。,二つ返事は、いやがらずに快く引き受けることです。
1016,vocab1300_p187_003,187,ボキャブラリー,ボキャブラリー,自分が使いこなせる言葉・語彙,読書を続けると、ボキャブラリーが増えていきます。,ボキャブラリーは、自分が知っていて使える言葉、つまり語彙のことです。
1017,vocab1300_p187_004,187,うのみにする,うのみにする,自分で考えずに、人の話を信じこんでしまうこと,うわさをうのみにせず、自分で確かめました。,うのみにするは、自分でよく考えずに、人の話をそのまま信じることです。
1018,vocab1300_p187_005,187,決断,けつだん,自分の意思を決定すること,どちらの係に入るか、青ちゃんは自分で決断しました。,決断は、自分の意思でどうするかを決めることです。
1019,vocab1300_p187_006,187,嫉妬,しっと,自分より優秀な人をねたむこと,友だちがほめられて、少し嫉妬してしまいました。,嫉妬は、自分よりすぐれた人をうらやみ、ねたむ気持ちです。
1020,vocab1300_p188_001,188,言い分,いいぶん,主張したいこと、言いたいこと,先生は、二人の言い分をそれぞれ聞きました。,言い分は、自分が主張したいことや、言いたいことです。
1021,vocab1300_p188_002,188,したたる,したたる,水・血・汗などが、たれ落ちること,走って帰ると、額から汗がしたたりました。,したたるは、水や汗などが、ぽたぽたとたれ落ちることです。
1022,vocab1300_p188_003,188,ただちに,ただちに,すぐに,火事を見つけたら、ただちに大人へ知らせましょう。,ただちには、すぐに、という意味です。
1023,vocab1300_p188_004,188,ちりばめる,ちりばめる,全体に散らすようにはめこむこと,カードに小さな星のシールをちりばめました。,ちりばめるは、小さなものを全体に散らすように入れることです。
1024,vocab1300_p188_005,188,感受性,かんじゅせい,外からの刺激や印象を敏感に感じ取る能力,その子は感受性が豊かで、音楽を聞くとすぐ涙ぐみます。,感受性は、外から受けた刺激や印象を、敏感に感じ取る能力です。
1025,vocab1300_p188_006,188,ぶっきらぼう,ぶっきらぼう,態度や話し方がそっけないこと,店員さんは、ぶっきらぼうな返事をしました。,ぶっきらぼうは、態度や話し方がそっけないことです。
1026,vocab1300_p189_001,189,相次ぐ,あいつぐ,次から次に起こること,雨のせいか、山の事故が相次ぎました。,相次ぐは、同じようなことが次から次に起こることです。
1027,vocab1300_p189_002,189,主張,しゅちょう,強く自分の意見を言うこと,話し合いで、自分の意見をはっきり主張しました。,主張は、自分の意見を強く言うことです。
1028,vocab1300_p189_003,189,相当,そうとう,程度や内容が、同じくらいであること,英検二級相当の英語力をつけるため、毎日練習しました。,相当は、程度や内容が同じくらいであることです。
1029,vocab1300_p189_004,189,苦し紛れ,くるしまぎれ,どうにもならず、我慢しきれず何かをすること,宿題を忘れて、苦し紛れに変な言い訳をしてしまいました。,苦し紛れは、困ってどうにもならず、思わず何かをしてしまうことです。
1030,vocab1300_p189_005,189,回りくどい,まわりくどい,遠回しでややこしいこと,回りくどい説明で、何を言いたいのか分かりにくかったです。,回りくどいは、遠回しでややこしく、分かりにくいことです。
1031,vocab1300_p189_006,189,ふがいない,ふがいない,情けない様子、意気地がない様子,一回戦で負けて、ふがいない気持ちになりました。,ふがいないは、情けない、しっかりしていないという意味です。
1032,vocab1300_p190_001,190,玄人,くろうと,何かを専門にしている人,屋根の修理は、玄人に頼んだ方が安心です。,玄人は、あることを専門にしている人です。
1033,vocab1300_p190_002,190,省く,はぶく,必要ない部分を取りのぞくこと,説明を分かりやすくするため、いらない部分を省きました。,省くは、必要ない部分を取りのぞいたり、削ったりすることです。
1034,vocab1300_p190_003,190,単独,たんどく,一人,その山には、単独で登らないように言われました。,単独は、一人という意味です。
1035,vocab1300_p190_004,190,虫の息,むしのいき,弱り切って、今にも息絶えそうな状態,けがをした鳥は、虫の息でした。,虫の息は、とても弱っていて、今にも息が絶えそうな状態です。
1036,vocab1300_p190_005,190,無鉄砲,むてっぽう,向こう見ずな行動,準備をしないで山に登るなんて、無鉄砲です。,無鉄砲は、よく考えずに危ないことをする、向こう見ずな行動のことです。
1037,vocab1300_p190_006,190,本来,ほんらい,もともと,この道具の本来の目的は、紙をまっすぐ切ることです。,本来は、もともと、という意味です。
1038,vocab1300_p191_001,191,はたして,はたして,やはり思った通り、案の定,空が暗くなってきました。はたして、少しすると雨が降り出しました。,はたしては、予想した通りに何かが起こったときに使います。
1039,vocab1300_p191_002,191,おもむろに,おもむろに,ゆったりと、静かに,先生はおもむろに本を開き、静かに読み始めました。,おもむろには、急がず、ゆったりと静かにする様子です。
1040,vocab1300_p191_003,191,エピソード,エピソード,ある人や物事についての、興味深い短い話,祖母は、子どものころの面白いエピソードを話してくれました。,エピソードは、人や出来事についての短くて印象に残る話です。
1041,vocab1300_p191_004,191,頭に血がのぼる,あたまにちがのぼる,怒りでかっとなること,大切なノートを勝手に使われて、頭に血がのぼりました。,頭に血がのぼるは、怒りでかっとなることです。
1042,vocab1300_p191_005,191,遅かれ早かれ,おそかれはやかれ,いずれ、そのうちに,練習を続ければ、遅かれ早かれ結果は出るでしょう。,遅かれ早かれは、早いか遅いかは別として、いずれそうなるという意味です。
1043,vocab1300_p191_006,191,気落ち,きおち,がっかりして、元気がなくなった様子,楽しみにしていた行事が中止になり、妹は気落ちしていました。,気落ちは、がっかりして元気がなくなっている様子です。
1044,vocab1300_p192_001,192,ぶざま,ぶざま,格好が悪く、見苦しいこと,転んだあと、ぶざまな姿を見られて少し恥ずかしくなりました。,ぶざまは、格好が悪かったり、見苦しかったりする様子です。
1045,vocab1300_p192_002,192,必ずしも,かならずしも,必ず〜とは限らない,たくさん練習した人が、必ずしも勝てるとは限りません。,必ずしもは、『絶対にそうだ』とは言えないときに使います。
1046,vocab1300_p192_003,192,まんざらでもない,まんざらでもない,かなり気に入っている様子,ほめられた弟は、まんざらでもない顔をしていました。,まんざらでもないは、いやではなく、むしろ少し気に入っているような様子です。
1047,vocab1300_p192_004,192,無断で,むだんで,許可をもらわずに、勝手に,友だちの消しゴムを無断で使ってはいけません。,無断では、相手に許可をもらわず、勝手にすることです。
1048,vocab1300_p192_005,192,悔やむ,くやむ,後悔すること,早く謝ればよかったと、あとから悔やみました。,悔やむは、あとから『こうすればよかった』と後悔することです。
1049,vocab1300_p192_006,192,本音,ほんね,言葉にした本当の気持ち,友だちは笑っていたけれど、本音では少し悲しかったようです。,本音は、うわべではなく、本当の気持ちのことです。
1050,vocab1300_p193_001,193,顔が青くなる,かおがあおくなる,心配や恐怖で、顔色が悪くなること,大事なノートをなくしたと思い、顔が青くなりました。,顔が青くなるは、心配や恐怖で顔色が悪くなることです。
1051,vocab1300_p193_002,193,目を白黒させる,めをしろくろさせる,驚いたり、苦しんだりする様子,急に名前を呼ばれて、弟は目を白黒させました。,目を白黒させるは、驚いたり苦しんだりして、あわてる様子です。
1052,vocab1300_p193_003,193,朱に交われば赤くなる,しゅにまじわればあかくなる,人は付き合う人によって影響を受けること,読書好きの友だちといるうちに、私も本を読むようになりました。朱に交われば赤くなるですね。,朱に交われば赤くなるは、人は周りの人から影響を受けるという意味です。
1053,vocab1300_p193_004,193,白い目で見る,しろいめでみる,冷たく、突き放した目で人を見ること,約束を破った人を、みんなは白い目で見ました。,白い目で見るは、相手を冷たく、突き放すように見ることです。
1054,vocab1300_p193_005,193,尻が青い,しりがあおい,経験が浅く、未熟であること,まだ始めたばかりなので、先輩に尻が青いと言われました。,尻が青いは、経験が少なく、まだ未熟であるという意味です。
1055,vocab1300_p193_006,193,青天の霹靂,せいてんのへきれき,急に衝撃的なことが起こること,急に引っ越しが決まり、家族にとって青天の霹靂でした。,青天の霹靂は、思いがけず、急に衝撃的なことが起こることです。
1056,vocab1300_p195_001,195,指折り,ゆびおり,たくさんの中で、非常に優れていること,その学校は、都内でも指折りの進学校です。,指折りは、たくさんある中でも特に優れていることです。
1057,vocab1300_p195_002,195,その場逃れ,そのばのがれ,その場だけ何とかすること,その場逃れの言い訳をしても、あとで困るだけです。,その場逃れは、先のことを考えず、その場だけ何とかしようとすることです。
1058,vocab1300_p195_003,195,そぐわない,そぐわない,釣り合わない、ふさわしくないこと,運動会に、そぐわない靴をはいてきてしまいました。,そぐわないは、その場や目的に合わない、ふさわしくないという意味です。
1059,vocab1300_p195_004,195,緊急,きんきゅう,とても重要で、急いで対応すべきこと,緊急の連絡が入り、すぐに家へ帰りました。,緊急は、とても重要で、急いで対応しなければならないことです。
1060,vocab1300_p195_005,195,かろうじて,かろうじて,やっとのことで,走って駅へ向かい、かろうじて電車に間に合いました。,かろうじては、ぎりぎりで何とかできたときに使います。
1061,vocab1300_p195_006,195,心のよりどころ,こころのよりどころ,心の支えや、頼りとするもの,つらいとき、家族の言葉が心のよりどころになります。,心のよりどころは、心の支えや、頼りにできるものです。
1062,vocab1300_p196_001,196,骨折り損,ほねおりぞん,せっかくやったことが無駄になること,一生懸命準備したのに使われず、骨折り損でした。,骨折り損は、がんばったことが無駄になってしまうことです。
1063,vocab1300_p196_002,196,場違い,ばちがい,その場の雰囲気に合っていないこと,静かな式に、大きな声で話すのは場違いです。,場違いは、その場所や雰囲気に合っていないことです。
1064,vocab1300_p196_003,196,歩み寄り,あゆみより,違う意見の者が、譲り合って合意に近づくこと,二人は少しずつ歩み寄り、けんかを終わらせました。,歩み寄りは、違う考えの人たちが少しずつ譲り合うことです。
1065,vocab1300_p196_004,196,かさに着ていばる,かさにきていばる,力のある人の力を借りて、いばること,強い友だちをかさに着ていばるのはよくありません。,かさに着ていばるは、強い人や権力のある人を頼って、偉そうにすることです。
1066,vocab1300_p196_005,196,願望,がんぼう,強く願うこと,世界中を旅したいという願望があります。,願望は、強く願うことです。
1067,vocab1300_p196_006,196,しぶる,しぶる,何かをやりたがらない様子,弟は漢字の練習をしぶって、なかなか始めません。,しぶるは、何かをするのをいやがって、なかなか進まない様子です。
